Tour_ID,country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category,total_person,tour_options,total_nights,total_nights_bin,continent
tour_id9r21hdfz,kenya,25_to_44,With_Other_Friends/Relatives,0.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,8,5,1,Low Cost,2.0,0,13,8_to_14_days,AF
tour_idrx93tsqo,united_kingdom,25_to_44,With_Other_Friends/Relatives,5.0,4.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,0,1,1,0,7,0,1,Higher Cost,9.0,4,7,less_7_days,other
tour_idgojydrys,germany,45_to_64,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Others,Package_Tour,1,1,1,1,1,1,0,7,5,0,High Cost,2.0,6,12,8_to_14_days,EU
tour_idzuh4zk1p,united_states_of_america,18_to_24,Alone,1.0,0.0,Volunteering,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,60,0,0,Normal Cost,1.0,0,60,31_to_180_days,other
tour_idxvee1fyf,denmark,25_to_44,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,0,8,1,Normal Cost,1.0,0,8,8_to_14_days,EU
tour_id4t7yovo4,zambia,25_to_44,Alone,0.0,1.0,Business,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,3,0,0,Lower Cost,1.0,0,3,less_7_days,AF
tour_idbiflm88v,south_africa,25_to_44,With_Spouse_and_Children,0.0,1.0,Business,Cultural_Tourism,Trade_fair,Independent,0,0,0,0,0,0,0,6,0,0,Lower Cost,1.0,0,6,less_7_days,other
tour_id7byh6b0o,france,25_to_44,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Business,Trade_fair,Independent,1,0,0,0,0,1,0,3,0,1,Low Cost,1.0,2,3,less_7_days,EU
tour_idaj64c3rf,switzerland,45_to_64,With_Other_Friends/Relatives,2.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,5,11,0,Higher Cost,3.0,0,16,15_to_30_days,EU
tour_iddkrfj3mr,germany,45_to_64,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,5,9,1,High Cost,1.0,6,14,8_to_14_days,EU
tour_idht3a0165,united_kingdom,25_to_44,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Beach_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,13,0,0,Normal Cost,1.0,0,13,8_to_14_days,other
tour_idyd0e4lg9,united_kingdom,45_to_64,Alone,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,54,4,1,Normal Cost,1.0,0,58,31_to_180_days,other
tour_idikb3vili,united_kingdom,25_to_44,Alone,1.0,0.0,Business,Hunting_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,28,0,0,Lower Cost,1.0,0,28,15_to_30_days,other
tour_idtznubaz3,norway,45_to_64,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,7,7,1,Higher Cost,2.0,7,14,8_to_14_days,EU
tour_iddinuyl7t,italy,25_to_44,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,8,4,1,High Cost,1.0,0,12,8_to_14_days,EU
tour_idce80xihr,united_kingdom,25_to_44,With_Children,2.0,0.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,47,0,0,Higher Cost,2.0,0,47,31_to_180_days,other
tour_idatbs63ed,italy,25_to_44,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,0,0,0,9,0,Higher Cost,2.0,5,9,8_to_14_days,EU
tour_idpivmhh2f,united_states_of_america,25_to_44,With_Other_Friends/Relatives,0.0,2.0,Leisure_and_Holidays,Conference_Tourism,Radio_TV_Web,Package_Tour,0,0,0,0,0,1,0,16,7,1,High Cost,2.0,1,23,15_to_30_days,other
tour_idu4dvpi08,united_states_of_america,45_to_64,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,0,1,1,0,10,4,1,Higher Cost,2.0,4,14,8_to_14_days,other
tour_idcibykzmk,kenya,25_to_44,Alone,0.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,0,Lower Cost,1.0,0,2,less_7_days,AF
tour_idr8rhotwr,ireland,25_to_44,None,1.0,0.0,Leisure_and_Holidays,Conference_Tourism,Friends_relatives,Package_Tour,1,1,1,1,0,1,0,7,0,1,High Cost,1.0,5,7,less_7_days,EU
tour_idlqao8iec,italy,25_to_44,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Business,Friends_relatives,Independent,0,0,0,0,0,0,0,0,30,0,Lower Cost,1.0,0,30,15_to_30_days,EU
tour_idp9lam4av,uganda,25_to_44,Alone,0.0,1.0,Business,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,0,Lower Cost,1.0,0,2,less_7_days,AF
tour_idfm1pm3f1,united_kingdom,25_to_44,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,0,0,5,0,1,Normal Cost,1.0,4,5,less_7_days,other
tour_idqnn0tmok,zambia,25_to_44,Alone,0.0,1.0,Business,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,0,Lower Cost,1.0,0,2,less_7_days,AF
tour_idim3m8pi8,australia,25_to_44,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,20,2,1,Normal Cost,1.0,0,22,15_to_30_days,other
tour_idxub8khhm,germany,18_to_24,With_Other_Friends/Relatives,2.0,0.0,Leisure_and_Holidays,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,16,20,1,Normal Cost,2.0,0,36,31_to_180_days,EU
tour_id4og1h7r5,oman,18_to_24,With_Spouse,1.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,1,Low Cost,2.0,0,2,less_7_days,AS
tour_idcr49ppuq,united_kingdom,25_to_44,Alone,0.0,1.0,Other,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,180,0,1,Normal Cost,1.0,0,180,31_to_180_days,other
tour_idpngy58n4,united_states_of_america,more_65,With_Spouse,1.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,8,0,0,Lower Cost,2.0,0,8,8_to_14_days,other
tour_idyq28txi3,united_states_of_america,25_to_44,With_Other_Friends/Relatives,4.0,2.0,Meetings_and_Conference,Mountain_Climbing,Newspaper_magazines_brochures,Package_Tour,1,0,0,1,0,0,0,10,0,0,High Cost,6.0,2,10,8_to_14_days,other
tour_idqmzr41b4,india,25_to_44,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,90,0,1,Normal Cost,1.0,0,90,31_to_180_days,AS
tour_id3us9atnp,argentina,25_to_44,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,12,8,1,Normal Cost,1.0,0,20,15_to_30_days,South_Am
tour_id09tny4b2,france,25_to_44,Alone,0.0,1.0,Business,Wildlife_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,1,0,0,Lower Cost,1.0,0,1,less_7_days,EU
tour_idoh4weo8z,united_states_of_america,45_to_64,With_Other_Friends/Relatives,6.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,1,9,3,1,Higher Cost,8.0,6,12,8_to_14_days,other
tour_idz2kmas65,the_netherlands,25_to_44,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,16,3,1,Normal Cost,1.0,0,19,15_to_30_days,other
tour_idhn6trjp9,france,18_to_24,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Newspaper_magazines_brochures,Package_Tour,1,1,1,1,0,1,1,0,7,1,High Cost,2.0,6,7,less_7_days,EU
tour_idk3ah4ozo,italy,18_to_24,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Newspaper_magazines_brochures,Package_Tour,1,1,1,1,0,0,0,0,7,1,High Cost,2.0,4,7,less_7_days,EU
tour_id4yq1g8d7,somalia,25_to_44,Alone,0.0,1.0,Business,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,4,0,1,Lower Cost,1.0,0,4,less_7_days,AF
tour_idcybb2o8p,south_africa,25_to_44,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Radio_TV_Web,Package_Tour,1,1,1,1,0,1,1,0,4,1,Higher Cost,2.0,6,4,less_7_days,other
tour_idjtgy7ti0,germany,45_to_64,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,7,7,1,Higher Cost,2.0,0,14,8_to_14_days,EU
tour_id2vbcgb77,italy,45_to_64,With_Spouse_and_Children,2.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,1,0,8,1,Higher Cost,3.0,5,8,8_to_14_days,EU
tour_idcof7dmvk,united_kingdom,18_to_24,Alone,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,0,11,6,1,High Cost,1.0,5,17,15_to_30_days,other
tour_id1n6jepe2,germany,45_to_64,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,0,1,0,0,14,1,High Cost,2.0,4,14,8_to_14_days,EU
tour_id0vln4b13,rwanda,25_to_44,Alone,0.0,1.0,Scientific_and_Academic,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,0,0,Normal Cost,1.0,0,3,less_7_days,AF
tour_idr6o422un,united_kingdom,25_to_44,Alone,0.0,1.0,Business,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,1,0,1,Low Cost,1.0,0,1,less_7_days,other
tour_idixs3kipo,united_states_of_america,45_to_64,Alone,1.0,0.0,Volunteering,Wildlife_Tourism,Tanzania_Mission_Abroad,Independent,0,0,0,0,0,0,0,21,0,1,Low Cost,1.0,0,21,15_to_30_days,other
tour_iddvuzub98,australia,18_to_24,Alone,0.0,0.0,Leisure_and_Holidays,Hunting_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,15,5,1,Higher Cost,0.0,0,20,15_to_30_days,other
tour_id9cl9fzsd,united_states_of_america,18_to_24,With_Spouse,1.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,9,26,1,Normal Cost,2.0,0,35,31_to_180_days,other
tour_idljx9v1gk,china,18_to_24,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,21,0,0,Normal Cost,1.0,0,21,15_to_30_days,AS
tour_idseteqbp3,zimbabwe,25_to_44,With_Other_Friends/Relatives,0.0,3.0,Business,Cultural_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,2,0,0,Lower Cost,3.0,0,2,less_7_days,AF
tour_idmayj4syp,belgium,25_to_44,With_Other_Friends/Relatives,2.0,2.0,Meetings_and_Conference,Mountain_Climbing,Friends_relatives,Package_Tour,1,1,1,1,0,0,0,9,0,1,Normal Cost,4.0,4,9,8_to_14_days,EU
tour_idapgiiyv7,italy,25_to_44,Alone,0.0,1.0,Meetings_and_Conference,Mountain_Climbing,Others,Independent,0,0,0,0,0,0,0,2,0,0,Normal Cost,1.0,0,2,less_7_days,EU
tour_idyywvn412,israel,more_65,With_Spouse_and_Children,1.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,4,0,1,Normal Cost,3.0,0,4,less_7_days,AS
tour_idgnhot9yk,united_states_of_america,45_to_64,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,9,4,1,Higher Cost,2.0,5,13,8_to_14_days,other
tour_idzeq7tkoi,united_kingdom,25_to_44,None,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Others,Independent,0,0,0,0,0,0,0,10,9,1,Lower Cost,1.0,0,19,15_to_30_days,other
tour_iddeuq5hel,germany,45_to_64,With_Other_Friends/Relatives,2.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,0,0,0,0,0,0,12,0,0,Lower Cost,2.0,0,12,8_to_14_days,EU
tour_idd3jgzx23,united_states_of_america,more_65,With_Spouse,1.0,1.0,Meetings_and_Conference,Cultural_Tourism,Newspaper_magazines_brochures,Package_Tour,1,0,0,0,0,0,1,12,0,1,Higher Cost,2.0,2,12,8_to_14_days,other
tour_idduz8ydlq,cameroon,45_to_64,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,22,0,0,Normal Cost,1.0,0,22,15_to_30_days,AF
tour_idr09lbnb0,italy,45_to_64,With_Spouse_and_Children,3.0,2.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,0,0,0,0,7,1,Higher Cost,5.0,3,7,less_7_days,EU
tour_id0v2lqztm,united_states_of_america,more_65,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,0,1,1,7,0,1,Higher Cost,1.0,5,7,less_7_days,other
tour_id2oj2a1kg,italy,45_to_64,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,0,7,1,High Cost,2.0,7,7,less_7_days,EU
tour_idvxdwiloy,united_states_of_america,more_65,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,5,0,1,Higher Cost,2.0,6,5,less_7_days,other
tour_id88hfw6ne,united_states_of_america,more_65,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,6,0,1,Normal Cost,2.0,6,6,less_7_days,other
tour_idmfwktgya,swaziland,25_to_44,With_Children,1.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,0,0,6,4,1,Higher Cost,3.0,5,10,8_to_14_days,AF
tour_idofgw6c3y,united_kingdom,25_to_44,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,14,0,0,Normal Cost,1.0,0,14,8_to_14_days,other
tour_idrdhy92rs,swaziland,18_to_24,Alone,1.0,0.0,Leisure_and_Holidays,Beach_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,5,11,1,Normal Cost,1.0,0,16,15_to_30_days,AF
tour_idrr7gcivl,south_africa,45_to_64,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,0,1,1,1,0,7,0,1,Higher Cost,2.0,5,7,less_7_days,other
tour_idutpxnedc,india,25_to_44,With_Other_Friends/Relatives,2.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Radio_TV_Web,Package_Tour,1,1,1,1,0,0,0,2,4,1,Normal Cost,4.0,4,6,less_7_days,AS
tour_idzdngx0j7,australia,45_to_64,With_Other_Friends/Relatives,2.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,1,1,0,0,3,1,Higher Cost,2.0,5,3,less_7_days,other
tour_idznvvyk10,germany,45_to_64,Alone,0.0,1.0,Leisure_and_Holidays,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,35,0,1,Low Cost,1.0,0,35,31_to_180_days,EU
tour_ida4c9f0zd,italy,45_to_64,With_Children,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Package_Tour,1,1,1,0,0,0,0,0,7,0,Normal Cost,2.0,3,7,less_7_days,EU
tour_idcek66gdd,japan,25_to_44,With_Other_Friends/Relatives,1.0,1.0,Scientific_and_Academic,Mountain_Climbing,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,1,0,1,Lower Cost,2.0,0,1,less_7_days,AS
tour_iducm629lf,united_states_of_america,45_to_64,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,14,0,1,Normal Cost,1.0,0,14,8_to_14_days,other
tour_id1np7hir7,united_states_of_america,45_to_64,With_Other_Friends/Relatives,1.0,1.0,Volunteering,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,21,3,1,Normal Cost,2.0,0,24,15_to_30_days,other
tour_idgtefks7h,united_states_of_america,25_to_44,With_Children,1.0,2.0,Volunteering,Hunting_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,45,0,0,Higher Cost,3.0,0,45,31_to_180_days,other
tour_id5xrobdbx,zimbabwe,25_to_44,With_Other_Friends/Relatives,0.0,2.0,Business,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,1,0,1,Lower Cost,2.0,0,1,less_7_days,AF
tour_id2ztjdo7l,the_netherlands,18_to_24,With_Other_Friends/Relatives,1.0,5.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,6,4,1,Highest Cost,6.0,7,10,8_to_14_days,other
tour_id2nuag4lg,australia,45_to_64,With_Spouse,1.0,1.0,Leisure_and_Holidays,Conference_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,11,0,1,High Cost,2.0,0,11,8_to_14_days,other
tour_idfj54qjcn,korea,45_to_64,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,5,0,1,Higher Cost,1.0,7,5,less_7_days,AS
tour_iddr694ej4,spain,25_to_44,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Others,Independent,0,0,0,0,0,0,0,15,5,1,Normal Cost,1.0,0,20,15_to_30_days,EU
tour_iddoj03so6,united_kingdom,18_to_24,With_Other_Friends/Relatives,2.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,11,6,1,Low Cost,4.0,6,17,15_to_30_days,other
tour_idqvg9e3xv,belgium,25_to_44,With_Spouse_and_Children,1.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,0,1,1,1,1,10,4,1,Higher Cost,3.0,6,14,8_to_14_days,EU
tour_id1dh3x17a,germany,45_to_64,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Radio_TV_Web,Package_Tour,1,1,1,1,1,1,0,17,0,0,Normal Cost,2.0,6,17,15_to_30_days,EU
tour_idt5t27yl3,france,25_to_44,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,5,0,1,Normal Cost,1.0,5,5,less_7_days,EU
tour_idi6hvxb3p,finland,25_to_44,Alone,1.0,0.0,Leisure_and_Holidays,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,0,5,1,Normal Cost,1.0,0,5,less_7_days,EU
tour_id463f5zjc,france,25_to_44,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,0,1,1,1,10,4,1,Higher Cost,2.0,5,14,8_to_14_days,EU
tour_id7i6hf7jx,united_arab_emirates,45_to_64,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,6,4,1,Higher Cost,2.0,7,10,8_to_14_days,other
tour_idcw8guien,australia,25_to_44,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,0,0,0,0,0,0,8,2,1,Normal Cost,2.0,0,10,8_to_14_days,other
tour_iduo5nfgkr,united_states_of_america,45_to_64,Alone,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,0,1,0,6,0,1,Normal Cost,1.0,4,6,less_7_days,other
tour_idtr28odu9,germany,18_to_24,Alone,1.0,0.0,Volunteering,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,50,6,1,Normal Cost,1.0,0,56,31_to_180_days,EU
tour_idfh40nvn6,south_africa,25_to_44,Alone,0.0,1.0,Business,Hunting_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,7,0,0,Normal Cost,1.0,0,7,less_7_days,other
tour_idqfzbziiw,united_kingdom,more_65,Alone,1.0,0.0,Leisure_and_Holidays,Hunting_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,11,0,0,Higher Cost,1.0,7,11,8_to_14_days,other
tour_idi1ibn3hi,united_states_of_america,45_to_64,Alone,0.0,1.0,Scientific_and_Academic,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,10,0,1,Normal Cost,1.0,0,10,8_to_14_days,other
tour_idcvnayj5v,zambia,45_to_64,Alone,0.0,1.0,Business,Mountain_Climbing,Friends_relatives,Package_Tour,0,1,0,0,0,0,1,10,0,0,Higher Cost,1.0,2,10,8_to_14_days,AF
tour_idjo1i9j7e,italy,45_to_64,With_Other_Friends/Relatives,3.0,3.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,7,0,1,Higher Cost,6.0,6,7,less_7_days,EU
tour_id1vnmci28,united_kingdom,45_to_64,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,0,0,7,7,1,Higher Cost,2.0,5,14,8_to_14_days,other
tour_id3z481sz2,south_africa,25_to_44,With_Other_Friends/Relatives,3.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,0,0,0,4,0,1,Higher Cost,3.0,3,4,less_7_days,other
tour_idzhu4zeut,zambia,25_to_44,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Cultural_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,1,0,0,Lower Cost,1.0,0,1,less_7_days,AF
tour_ido27leghl,israel,45_to_64,With_Spouse_and_Children,0.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,1,1,1,0,1,1,8,4,1,Higher Cost,0.0,5,12,8_to_14_days,AS
tour_id2pcbrugv,south_africa,25_to_44,Alone,1.0,0.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,20,0,0,Lower Cost,1.0,0,20,15_to_30_days,other
tour_idca9pc2le,united_kingdom,25_to_44,Alone,0.0,1.0,Business,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,7,0,0,Normal Cost,1.0,0,7,less_7_days,other
tour_idtpjpe1mi,united_kingdom,18_to_24,Alone,1.0,0.0,Leisure_and_Holidays,Cultural_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,14,0,1,Lower Cost,1.0,0,14,8_to_14_days,other
tour_idruj37hcu,italy,25_to_44,With_Spouse,1.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,0,7,1,High Cost,2.0,6,7,less_7_days,EU
tour_idn6abgxad,united_kingdom,18_to_24,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,7,0,1,Normal Cost,2.0,0,7,less_7_days,other
tour_id0k73i4dv,australia,45_to_64,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,7,0,1,Higher Cost,2.0,7,7,less_7_days,other
tour_id4e1nw9t6,germany,18_to_24,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,26,3,1,High Cost,1.0,0,29,15_to_30_days,EU
tour_id6t5hkvkg,united_kingdom,25_to_44,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,0,0,7,4,1,Normal Cost,1.0,4,11,8_to_14_days,other
tour_idiiq01f3d,burundi,25_to_44,None,0.0,1.0,Business,Mountain_Climbing,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,0,Lower Cost,1.0,0,2,less_7_days,AF
tour_id2suflln0,japan,25_to_44,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,0,0,0,1,0,0,10,0,0,High Cost,1.0,1,10,8_to_14_days,AS
tour_idanjbj1y8,italy,25_to_44,With_Other_Friends/Relatives,4.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,6,0,1,Higher Cost,6.0,6,6,less_7_days,EU
tour_idm128yhlo,ethiopia,25_to_44,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,0,0,Lower Cost,1.0,0,3,less_7_days,AF
tour_idge441bjk,germany,45_to_64,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Newspaper_magazines_brochures,Package_Tour,1,1,1,1,1,1,1,7,6,1,Higher Cost,2.0,7,13,8_to_14_days,EU
tour_idj93lg5fp,canada,18_to_24,With_Other_Friends/Relatives,3.0,1.0,Volunteering,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,24,4,1,Normal Cost,4.0,0,28,15_to_30_days,North_Am
tour_id1vvck5q6,the_netherlands,45_to_64,With_Spouse,1.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Others,Independent,0,0,0,0,0,0,0,0,7,0,High Cost,2.0,0,7,less_7_days,other
tour_id4mev5zdr,united_kingdom,45_to_64,With_Other_Friends/Relatives,0.0,2.0,Leisure_and_Holidays,Business,Newspaper_magazines_brochures,Package_Tour,0,1,1,1,1,1,0,7,0,0,Normal Cost,2.0,5,7,less_7_days,other
